Term,Category,Property,Property_IRI,Filler,Filler_Source,Confidence,Evidence,Validation_Status,Validation_Reason
basement high,Body of Rock,located_in,http://purl.obolibrary.org/obo/BFO_0000171,sedimentary basin,domain_term,1.0,forms a positive paleotopographic feature within a sedimentary basin,ACCEPTED,Valid.
basement high,Body of Rock,located_in,http://purl.obolibrary.org/obo/BFO_0000171,pre-salt,domain_term,1.0,"In the Brazilian Pre-Salt, these features are typically fault-bounded horsts",ACCEPTED,Valid.
channel,Channel Unit,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,dissolution,domain_term,1.0,diagenetic conduits formed by dissolution,ACCEPTED,Valid.
footwall,Body of Rock,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,uplift,domain_term,1.0,the footwall of a normal fault undergoes relative uplift,REJECTED,Inverse redundancy: 'uplift has_participant footwall' already exists.
early aptian,Geological Time Interval,occurrent_part_of,http://purl.obolibrary.org/obo/BFO_0000132,early cretaceous,domain_term,1.0,Early Aptian is a geological age of the Early Cretaceous epoch,ACCEPTED,Valid.
early aptian,Geological Time Interval,has_age,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000015,124–125 Ma,external,1.0,dated to approximately 124–125 Ma,REJECTED,Unknown object category 'unknown'.
early aptian,Geological Time Interval,precedes,http://purl.obolibrary.org/obo/BFO_0000063,pre-alagoas unconformity,domain_term,1.0,The end of this period is marked by the regional Pre-Alagoas Unconformity.,REJECTED,"Range violation: 'Geological Boundary' has metatypes ['Continuant', 'ImmaterialEntity', 'IndependentContinuant'] which do not intersect allowed range ['History', 'Occurrent', 'Process', 'ProcessBoundary', 'SpatiotemporalRegion', 'TemporalInstant', 'TemporalRegion'] for 'precedes'."
bioclastic rudstone,Sedimentary Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,bivalve,domain_term,1.0,predominantly composed of fragmented and disarticulated bivalve shells,ACCEPTED,Valid.
bioclastic rudstone,Sedimentary Rock,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,intraclast,domain_term,1.0,may contain common intraclasts,ACCEPTED,Valid.
bioclastic rudstone,Sedimentary Rock,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,interparticle porosity,domain_term,0.8,"exhibiting a heterogeneous pore system that includes interparticle, moldic, and vugular porosity",ACCEPTED,Valid.
bioclastic rudstone,Sedimentary Rock,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,moldic porosity,domain_term,0.8,"exhibiting a heterogeneous pore system that includes interparticle, moldic, and vugular porosity",ACCEPTED,Valid.
crystalline basement,Lithostratigraphic Unit,has_age,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000015,precambrian,domain_term,1.0,Precambrian-aged igneous and metamorphic rocks,REJECTED,"Range violation: 'Geological Time Interval' has metatypes ['Occurrent', 'TemporalRegion'] which do not intersect allowed range ['Quality', 'RelationalQuality'] for 'has_age'."
crystalline basement,Lithostratigraphic Unit,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,igneous rock,domain_term,1.0,igneous and metamorphic rocks,ACCEPTED,Valid.
crystalline basement,Lithostratigraphic Unit,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,metamorphic rock,external,1.0,igneous and metamorphic rocks,REJECTED,Unknown object category 'unknown'.
crystalline basement,Lithostratigraphic Unit,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,gneiss,domain_term,1.0,primarily granites and gneisses,ACCEPTED,Valid.
pore,site,located_in,http://purl.obolibrary.org/obo/BFO_0000171,rock,domain_term,1.0,a void space within a rock,ACCEPTED,Valid.
pore,site,continuant_part_of,http://purl.obolibrary.org/obo/BFO_0000176,porosity,domain_term,1.0,contributes to the rock's total porosity,ACCEPTED,Valid.
pore,site,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,diagenetic process,domain_term,1.0,pores are formed and modified by complex depositional and diagenetic processes,ACCEPTED,Valid.
pore,site,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,diagenetic process,domain_term,1.0,pores are formed and modified by complex depositional and diagenetic processes,ACCEPTED,Valid.
rifted margin,Geological Object,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,rifting,external,1.0,formed by the process of continental rifting,REJECTED,Unknown object category 'unknown'.
rifted margin,Geological Object,has_part,http://purl.obolibrary.org/obo/BFO_0000051,syn-rift sequence,external,1.0,characterized by distinct syn-rift and post-rift stratigraphic sequences,REJECTED,Unknown object category 'unknown'.
rifted margin,Geological Object,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,post-rift sequence,domain_term,1.0,characterized by distinct syn-rift and post-rift stratigraphic sequences,ACCEPTED,Valid.
accommodation,Dimension,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,subsidence,domain_term,1.0,"governed by the combined effects of tectonic movement, such as subsidence",REJECTED,"Domain violation: 'Dimension' has metatypes ['Continuant', 'Quality', 'SpecificallyDependentContinuant'] which do not intersect allowed domain ['ImmaterialEntity', 'IndependentContinuant', 'MaterialEntity', 'Object', 'Site'] for 'generated_by'."
accommodation,Dimension,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,tectonic activity,domain_term,0.8,governed by the combined effects of tectonic movement,REJECTED,"Domain violation: 'Dimension' has metatypes ['Continuant', 'Quality', 'SpecificallyDependentContinuant'] which do not intersect allowed domain ['ImmaterialEntity', 'IndependentContinuant', 'MaterialEntity', 'Object', 'Site'] for 'generated_by'."
accommodation,Dimension,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,base level change,external,1.0,governed by the combined effects of ... and changes in base level,REJECTED,Unknown object category 'unknown'.
rift sequence,Stratigraphic Unit,generated_in,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000014,rift phase,domain_term,1.0,deposited in a basin during the active phase of continental rifting,ACCEPTED,Valid.
rift sequence,Stratigraphic Unit,located_in,http://purl.obolibrary.org/obo/BFO_0000171,half-graben,domain_term,1.0,deposited ... typically within fault-bounded half-grabens,ACCEPTED,Valid. | Warnings: Evidence is paraphrased (not exact quote from NLD). Word overlap: 67%.
rift sequence,Stratigraphic Unit,located_in,http://purl.obolibrary.org/obo/BFO_0000171,basin,domain_term,1.0,deposited in a basin,ACCEPTED,Valid.
sag basin,Basin,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,thermal subsidence,domain_term,1.0,"generated predominantly by slow, regional thermal subsidence",ACCEPTED,Valid.
sag basin,Basin,preceded_by,http://purl.obolibrary.org/obo/BFO_0000062,rift phase,domain_term,0.8,following an active rifting phase,REJECTED,"Domain violation: 'Basin' has metatypes ['Continuant', 'ImmaterialEntity', 'IndependentContinuant', 'Site'] which do not intersect allowed domain ['History', 'Occurrent', 'Process', 'ProcessBoundary', 'SpatiotemporalRegion', 'TemporalInstant', 'TemporalRegion'] for 'preceded_by'."
sag basin,Basin,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,barra velha formation,domain_term,0.8,encompassing the deposition of the lacustrine carbonate reservoirs of the Barra Velha Formation,ACCEPTED,Valid.
syn-rift,Geological Time Interval,has_part,http://purl.obolibrary.org/obo/BFO_0000051,mechanical subsidence,external,1.0,characterized by fault-controlled mechanical subsidence,REJECTED,Unknown object category 'unknown'.
syn-rift,Geological Time Interval,has_part,http://purl.obolibrary.org/obo/BFO_0000051,deposition,external,1.0,concurrent deposition of sedimentary and volcanic successions,REJECTED,Unknown object category 'unknown'.
syn-rift,Geological Time Interval,occurs_in,http://purl.obolibrary.org/obo/BFO_0000066,half-graben,domain_term,1.0,within developing half-grabens,REJECTED,"Domain violation: 'Geological Time Interval' has metatypes ['Occurrent', 'TemporalRegion'] which do not intersect allowed domain ['Process', 'ProcessBoundary'] for 'occurs_in'."
syn-rift,Geological Time Interval,precedes,http://purl.obolibrary.org/obo/BFO_0000063,post-rift,domain_term,0.8,"upper boundary is typically defined by the major post-rift unconformity, which marks the onset of thermal subsidence",ACCEPTED,Valid.
sedimentary basin,Basin,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,tectonic process,external,1.0,formed by tectonic processes,REJECTED,Unknown object category 'unknown'.
sedimentary basin,Basin,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,sedimentary sequence,domain_term,0.8,serves as a site for the long-term accumulation of sediments. These sedimentary sequences are deposited...,ACCEPTED,Valid. | Warnings: Evidence is paraphrased (not exact quote from NLD). Word overlap: 93%.
sedimentary basin,Basin,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,crystalline basement,domain_term,1.0,sedimentary sequences are deposited on a crystalline basement,ACCEPTED,Valid.
sedimentary basin,Basin,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,rift,domain_term,1.0,"evolution often governed by distinct tectonic phases, such as the rift... stages",ACCEPTED,Valid. | Warnings: Evidence is paraphrased (not exact quote from NLD). Word overlap: 92%.
regional seal,Stratigraphic Unit,has_quality,http://purl.obolibrary.org/obo/RO_0000086,low permeability,external,1.0,low-permeability stratigraphic unit,REJECTED,Unknown object category 'unknown'.
regional seal,Stratigraphic Unit,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,halite,domain_term,1.0,composed primarily of halite and anhydrite,ACCEPTED,Valid.
regional seal,Stratigraphic Unit,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,anhydrite,domain_term,1.0,composed primarily of halite and anhydrite,ACCEPTED,Valid.
regional seal,Stratigraphic Unit,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,evaporite,domain_term,0.8,the regional seal is the thick evaporite sequence of the Ariri Formation,ACCEPTED,Valid.
transitional environment,Sedimentary Environment,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,grainstone,domain_term,1.0,containing a mix of facies like grainstones,ACCEPTED,Valid.
transitional environment,Sedimentary Environment,has_part,http://purl.obolibrary.org/obo/BFO_0000051,spherulite,external,1.0,containing a mix of facies like grainstones and spherulites,REJECTED,Unknown object category 'unknown'.
transitional environment,Sedimentary Environment,has_quality,http://purl.obolibrary.org/obo/RO_0000086,water energy,external,1.0,characterized by gradational properties such as water energy,REJECTED,Unknown object category 'unknown'.
transitional environment,Sedimentary Environment,has_quality,http://purl.obolibrary.org/obo/RO_0000086,water depth,domain_term,1.0,"characterized by gradational properties such as water energy, depth",ACCEPTED,Valid.
weathering,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,rock,domain_term,1.0,causes the physical and chemical alteration of pre-existing rocks,ACCEPTED,Valid.
weathering,Geological Process,occurs_in,http://purl.obolibrary.org/obo/BFO_0000066,subaerial exposure,domain_term,1.0,process occurs during periods of subaerial exposure,REJECTED,"Range violation: 'Geological Process' has metatypes ['Occurrent', 'Process'] which do not intersect allowed range ['ImmaterialEntity', 'IndependentContinuant', 'MaterialEntity', 'Object', 'Site'] for 'occurs_in'."
weathering,Geological Process,has_occurrent_part,http://purl.obolibrary.org/obo/BFO_0000117,dolomitization,domain_term,0.8,characterized by... diagenetic overprints such as dolomitization,ACCEPTED,Valid. | Warnings: Evidence is paraphrased (not exact quote from NLD). Word overlap: 86%.
weathering,Geological Process,has_occurrent_part,http://purl.obolibrary.org/obo/BFO_0000117,silicification,domain_term,0.8,characterized by... diagenetic overprints such as dolomitization and silicification,ACCEPTED,Valid. | Warnings: Evidence is paraphrased (not exact quote from NLD). Word overlap: 78%.
mg-silicate clay,Earth Material,derives_from,http://purl.obolibrary.org/obo/RO_0001000,lacustrine water,external,1.0,precipitates directly from alkaline and saline lacustrine waters,REJECTED,Unknown object category 'unknown'.
mg-silicate clay,Earth Material,continuant_part_of,http://purl.obolibrary.org/obo/BFO_0000176,matrix,domain_term,1.0,forming a primary matrix component,ACCEPTED,Valid.
mg-silicate clay,Earth Material,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,dissolution,domain_term,1.0,is highly reactive and susceptible to dissolution,ACCEPTED,Valid.
mg-silicate clay,Earth Material,located_in,http://purl.obolibrary.org/obo/BFO_0000171,pre-salt,domain_term,1.0,in Pre-Salt deposits,ACCEPTED,Valid.
oncoid,Fossil,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,microbial activity,external,1.0,"formed by the microbial, typically cyanobacterial, accretion",REJECTED,Unknown object category 'unknown'.
oncoid,Fossil,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,nucleus,domain_term,1.0,around a central nucleus,ACCEPTED,Valid.
oncoid,Fossil,has_part,http://purl.obolibrary.org/obo/BFO_0000051,laminae,external,1.0,"accretion of concentric, irregular laminae",REJECTED,Unknown object category 'unknown'.
oncoid,Fossil,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,dissolution,domain_term,1.0,oncoids can be subject to significant intraparticle dissolution,ACCEPTED,Valid.
allochem,Sediment,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,carbonate,domain_term,1.0,allochthonous carbonate grain,ACCEPTED,Valid.
allochem,Sediment,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,transport,external,1.0,subsequently transported as a discrete particle,REJECTED,Unknown object category 'unknown'.
allochem,Sediment,located_in,http://purl.obolibrary.org/obo/BFO_0000171,pre-salt reservoir,domain_term,1.0,found in Brazilian Pre-Salt reservoirs,ACCEPTED,Valid.
dawsonite,Earth Material,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,diagenesis,domain_term,1.0,"occurs as a secondary, diagenetic accessory mineral",ACCEPTED,Valid.
dawsonite,Earth Material,located_in,http://purl.obolibrary.org/obo/BFO_0000171,pore system,domain_term,1.0,"occurs as a secondary, diagenetic accessory mineral within the pore systems",REJECTED,"Range violation: 'Geological Structure' has metatypes ['Continuant', 'GenericallyDependentContinuant'] which do not intersect allowed range ['ImmaterialEntity', 'IndependentContinuant', 'MaterialEntity', 'Object', 'Site'] for 'located_in'."
dawsonite,Earth Material,located_in,http://purl.obolibrary.org/obo/BFO_0000171,pre-salt carbonate reservoir,external,1.0,within the pore systems of Brazilian Pre-Salt carbonate reservoirs,REJECTED,Unknown object category 'unknown'.
