Term,Parent_Term,Relationship_Type,Category,Is_Intermediate,NLD,FALLBACK,Category_IRI,Parent_IRI
lower barra velha formation,Formation,rdf:type,Lithostratigraphic Unit,False,"The lower Barra Velha Formation is a stratigraphic subdivision of the Barra Velha Formation that represents deposition during the syn-tectonic rift phase of the Santos Basin. It is characterized by reworked carbonate facies, predominantly rudstones and grainstones, and can include intercalations of mafic volcanic rocks. The depositional thickness of this unit is strongly controlled by fault activity, and its top is often defined by the Intra-Alagoas Unconformity.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000003,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000004
crystalline basement,Basement,rdfs:subClassOf,Lithostratigraphic Unit,False,"Crystalline basement is the fundamental geologic unit of Precambrian-aged igneous and metamorphic rocks, primarily granites and gneisses, that forms the foundation beneath the sedimentary and volcanic sequences of a basin. In the Brazilian Pre-Salt, it represents the continental crust upon which the rift and subsequent sag phase successions, including the carbonate reservoirs, were deposited. This unit can be fractured and brecciated, serving as a host rock for diagenetic processes and mineralization.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000003,
guaratiba group,Stratigraphic Group,rdf:type,Lithostratigraphic Unit,False,"Guaratiba Group is a Lower Cretaceous stratigraphic group that encompasses the rift and post-rift sedimentary sequences of the Santos Basin, deposited from the Hauterivian to the Aptian. It is composed of the rift-phase Camboriú, Piçarras, and Itapema formations, and the post-rift Barra Velha and Ariri formations, with the Itapema and Barra Velha formations constituting the primary lacustrine carbonate reservoirs of the Brazilian Pre-Salt.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000003,
itamambuca group,Stratigraphic Group,rdf:type,Lithostratigraphic Unit,False,"The Itamambuca Group is a tectonostratigraphic group that represents the final depositional sequence of the drift phase in the Santos Basin, deposited from the Danian to Recent. Composed of marine siliciclastic and carbonate rocks, this group is characterized by a prograding system with expressive development of slope clinoforms that marks the advance of the platform break-up.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000003,
camburi group,Stratigraphic Group,rdf:type,Lithostratigraphic Unit,False,"Camburi Group is a stratigraphic group in the Santos Basin that comprises the lowermost post-salt sequence of the drift phase, deposited from the Albian to the Cenomanian. It represents the initial establishment of open marine conditions and rising sea level following the deposition of the Ariri Formation evaporites and is composed of siliciclastic and carbonate rocks, including the lower Florianopolis, Guarujá, and lower Itanhaém formations.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000003,
precambrian basement,crystalline basement,rdfs:subClassOf,Lithostratigraphic Unit,False,"Precambrian basement is a geological unit of crystalline rocks that is primarily composed of Precambrian-aged granitoids and gneisses and forms the foundational crust beneath the volcanic and sedimentary sequences of the South Atlantic marginal basins. In the Santos and Campos basins, it is unconformably overlain by the basalts of the Camboriú Formation and can act as a source for both detrital clasts and dissolved ions influencing the overlying reservoir systems.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000003,
structural high,Geological Structure,rdfs:subClassOf,Site,False,"A structural high is a tectonically-formed positive relief feature, often a horst or uplifted block, that is characterized by being topographically elevated relative to adjacent structural lows like grabens. In the Brazilian Pre-Salt, these elevated basement features controlled the depositional environment, providing favorable conditions for the accumulation of high-energy carbonate facies. Consequently, these features often form the core of major hydrocarbon accumulations and reservoirs.",False,,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000004
pore space,spatial region,rdfs:subClassOf,Site,False,"Pore space is the void volume within a rock or sediment that is not occupied by solid mineral constituents and is capable of storing and transmitting fluids. In Pre-Salt carbonates, this volume comprises a complex network of primary pores (e.g., interparticle, growth-framework) and secondary pores (e.g., vugs, fractures), which are significantly modified by diagenetic processes like dissolution that enhances space and cementation that reduces it.",False,,http://purl.obolibrary.org/obo/BFO_0000006
Geological Structure,Site,rdfs:subClassOf,Site,True,A Geological Structure is a geological object representing the configuration of rock masses resulting from geological processes.,False,,
spatial region,Site,rdfs:subClassOf,Site,True,A spatial region is a continuant that is a region of space.,False,,
lacustrine environment,Sedimentary Environment,rdfs:subClassOf,Sedimentary Environment,False,"A lacustrine environment is a continental depositional environment that encompasses the physical, chemical, and biological conditions and processes occurring within a lake and its associated margins. Within the Brazilian Pre-Salt context, these environments were typically alkaline and saline, characterized by the chemical precipitation of carbonates and magnesian clays, and the development of distinct sub-environments such as littoral, sublittoral, and profundal zones. The deposits formed in these settings, including microbialites and bioclastic limestones, constitute the primary reservoir rocks of the Pre-Salt succession.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000021,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000021
lake,Sedimentary Environment,rdfs:subClassOf,Sedimentary Environment,False,"A lake is a large-scale, tectonically controlled inland body of water that served as the depositional environment for the Aptian-age carbonate successions of the Brazilian Pre-Salt. Fluctuations in its water level, chemistry, and hydrodynamic energy, driven by climatic and tectonic factors, directly controlled the distribution of key reservoir facies such as microbialites and reworked grainstones.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000021,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000021
deep water,marine environment,rdfs:subClassOf,Sedimentary Environment,False,"Deep water is a marine environment classification that, in the context of Brazilian Pre-Salt exploration, refers to water depths greater than 2000 meters (6500 feet). These environments are typically located far offshore, posing significant logistical and technological challenges for drilling and production operations. Sedimentologically, these settings are often associated with the deposition of fine-grained carbonate muds, contrasting with shallow water facies.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000021,
alkaline lacustrine environment,lacustrine environment,rdfs:subClassOf,Sedimentary Environment,False,"An alkaline lacustrine environment is a lacustrine depositional environment that is characterized by high pH (>9), elevated salinity, and high concentrations of dissolved ions such as Mg, Ca, and Si. In the context of the Brazilian Pre-Salt, this environment developed in a post-rift setting under arid climatic conditions, promoting the direct chemical precipitation of magnesian clays, calcite spherulites, and shrubs. These unique hydrochemical conditions were largely inhospitable to common lacustrine fauna, such as mollusks, and resulted in the formation of significant carbonate reservoirs.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000021,
marine environment,Sedimentary Environment,rdfs:subClassOf,Sedimentary Environment,False,"A marine environment is a depositional environment that is characterized by its direct connection to an ocean, containing water with oceanic salinity and chemistry. In the context of the South Atlantic's geological evolution, the establishment of open marine conditions during the Aptian drift phase marks the end of the preceding lacustrine system in which the Pre-Salt carbonates were deposited. This transition, often termed 'marine ingress', led to the deposition of the overlying Ariri Formation evaporites in a restricted marine setting.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000021,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000021
low-energy environment,lacustrine environment,rdfs:subClassOf,Sedimentary Environment,False,"A low-energy environment is a lacustrine depositional setting that is characterized by minimal water agitation from waves or currents, typically occurring in profundal or intermediate sublittoral zones below the wave base. In the Brazilian Pre-Salt, this setting is associated with the deposition of fine-grained facies like mudstones, laminites, and spherulites, where the accumulation of mud and clays can reduce reservoir quality by occluding porosity.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000021,
slope,Geomorphic Element,rdfs:subClassOf,Sedimentary Environment,False,"Slope is a geomorphic element that constitutes the inclined depositional surface connecting a shallow-water carbonate platform or structural high to the adjacent deeper part of a lacustrine basin. This typically low-angle feature is a zone of sediment transport and deposition, characterized by processes like accretion, bypass, and mass transport, resulting in the accumulation of facies such as rudstones, packstones, and wackestones.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000021,
