Term,NLD,Context_Used
karst,"Karst is a dissolution-generated geological system that develops in soluble carbonate rocks through the percolation of meteoric or endogenous aqueous fluids, producing cavities, enlarged fractures, and other non-matrix voids. In Brazilian Pre-Salt carbonates, karst is commonly controlled by faults and fracture networks and may form stratigraphically discordant high-permeability zones, although intense karstification can also generate collapse breccia and sediment infill that degrade reservoir quality.",True
silica cement,"Silica cement is a diagenetic cement that precipitates as silica minerals, mainly chalcedony and micro- to macrocrystalline quartz, lining and filling interparticle pores, vugs, and fractures in Pre-Salt carbonate reservoirs. In the Brazilian Pre-Salt, it commonly occurs as pore-lining fringes or later pore-filling/drusy quartz, locally after earlier replacement phases, and may either partly preserve excess permeability or occlude pore space depending on its timing and abundance.",True
mg-rich clay,"Mg-rich clay is a lacustrine evaporitic sedimentary facies that is composed of magnesium-rich clay minerals, commonly including stevensite, precipitated in shallow saline to alkaline lake environments. In the Brazilian Pre-Salt, especially in the Barra Velha Formation, it commonly occurs around paleo-high flanks in moderate lake bathymetry, and its subsequent dissolution can create porosity and improve reservoir quality.",True
microcrystalline silica,"Microcrystalline silica is a fine-grained silica phase that replaces carbonate and Mg-clay components and locally cements pores in Brazilian Pre-Salt reservoir rocks. In the Barra Velha and Itapema formations, it commonly preserves host-rock textures during silicification, may occur in fabric-selective or non-selective patterns, and is generally associated with microporosity and with chalcedony and macrocrystalline quartz.",True
shrubby spherulitestone,"Shrubby spherulitestone is an in-situ lacustrine carbonate facies that is composed of more than 50% spherulites and calcite shrubs, with less than 10% mud, commonly arranged as poorly developed shrubs growing from spherulites in loose to tight frameworks. In the Brazilian Pre-Salt, it typically contains coarse- to fine-grained spherulites and very fine- to fine-grained shrubs, commonly shows an upward-coarsening trend with more frequent shrubs toward the top, and commonly preserves intergranular and fracture-related porosity.",True
siliciclastic grain,"Siliciclastic grain is a detrital sedimentary particle that consists of non-carbonate silicate minerals or volcanic lithic fragments derived from terrigenous sources. In the Brazilian pre-salt lacustrine carbonates, these grains commonly include quartz, feldspar, and mica, occur as minor mixed components introduced from rift-margin basement or volcanic sources by waves and currents, and their rarity indicates very limited siliciclastic input.",True
sylvite,"Sylvite is an evaporite mineral that consists of potassium chloride and precipitates from highly concentrated brines as a late-stage, highly soluble salt. In the Brazilian Pre-Salt, it occurs locally in the marine evaporitic Ariri Formation together with halite, anhydrite, carnallite, and tachyhydrite, overlying and sealing the Barra Velha reservoirs.",True
talc-stevensite ooid,"Talc-stevensite ooid is a coated grain that is composed predominantly of syngenetic magnesian clay minerals, chiefly stevensite with talc/kerolite, formed in alkaline lacustrine rift settings of the Brazilian Pre-Salt. It commonly occurs in stevensitic ooidal arenites and is characteristically prone to deformation, dissolution, and replacement or cementation by dolomite, quartz, silica, and locally calcite during diagenesis.",True
south atlantic,"South Atlantic is an ocean basin that separates South America from Africa and whose Early Cretaceous opening generated the conjugate rifted margins associated with the Brazilian pre-salt. In the context of Brazilian carbonate reservoirs, the term commonly denotes the broader South Atlantic rift system, whose tectonic evolution, subsidence, lake hydrology, aridification, and later salt deposition controlled the development and preservation of pre-salt lacustrine carbonates.",True
low-energy environment,"Low-energy environment is a depositional setting that is characterized by weak hydrodynamic conditions, with little influence from waves or strong currents and minimal sediment reworking. In the Brazilian Pre-Salt, it commonly corresponds to profundal or intermediate-depth lacustrine zones on sufficiently deep paleohighs, where laminites, mudstones, and spherulitestones develop and reservoir quality is often reduced by pore-filling calcite, mud, and Mg-silicate clays.",True
picarras formation,"Piçarras Formation is a syn-rift lithostratigraphic unit that records the earliest siliciclastic and lacustrine deposition above the Camboriú volcanic sequence during Barremian rifting in the Santos Basin pre-salt. It typically comprises proximal alluvial-fan conglomerates and coarse to medium-grained sandstones, passing basinward into fine sandstones, siltstones, shales, siliciclastic laminites, and locally talc-stevensite and organic-rich dark shales.",True
rift,"Rift is an extensional tectonic setting that forms fault-bounded basins through active normal faulting and differential subsidence. In the Brazilian Pre-Salt, the rift stage precedes continental breakup and is typically recorded by asymmetric wedges of growth strata and strong structural control on syn-rift siliciclastic, shale, and locally carbonate deposition.",True
